Unnamed: 0,model,A,B,Nx,dx,Nt,dt,Du,Dv,initial_condition,random_seed,n_snapshots,filename,run_id,original_point,final_deviation,mean_deviation,std_deviation,max_derivative,mean_derivative,dominant_power,total_power,max_u,max_v,category,op
3773,bruss,0.4590059661948171,1.0825506374535796,128,1.0,60000,0.0025,1.0924321050023529,11.920776570694857,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",93752,100,/cluster/scratch/vogtva/data/bruss/ball_big/7b72681c-3fdb-4abc-9509-1db74235e17d_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",4.941225051879883e-05,4.941225051879883e-05,0.0,24.059813,0.0,0.006256696,0.13701752,0.5521957,2.5644917,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
3795,bruss,0.5096786809930791,1.0975477824506934,128,1.0,60000,0.0025,0.913550852358222,11.695653795073351,"{'type': 'uniform', 'u_min': 0.0, 'u_max': 0.25, 'v_min': 0.0, 'v_max': 0.25}",697080,100,/cluster/scratch/vogtva/data/bruss/ball_big/3fc01ac2-2245-4038-bb0a-20da7e327c25_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",5.2638921511949166e-05,5.263892151194916e-05,6.776263578034403e-21,64.80235,0.0,0.008691707,0.23750499,0.8615509,2.4034019,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
3992,bruss,0.4842748925853022,0.9340221476128776,128,1.0,60000,0.0025,1.042838708097591,11.4238701121892,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",182547,100,/cluster/scratch/vogtva/data/bruss/ball_big/28fa893c-4241-47f7-90a1-fc9c976e1133_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",4.813075065612793e-05,4.813075065612793e-05,0.0,29.888098,0.0,0.004702197,0.20944668,0.51809245,2.0299606,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
4002,bruss,0.4844354912238863,0.9613560451121336,128,1.0,60000,0.0025,1.008162802638063,10.81299623740371,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",209770,100,/cluster/scratch/vogtva/data/bruss/ball_big/1d4dd035-a650-49e9-91c9-f6e817c04c5f_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",4.553794860839844e-05,4.553794860839844e-05,0.0,107.69635,0.0,0.009670184,0.37815493,0.8524561,2.2553527,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
4055,bruss,0.5335829603764242,1.0847441042486252,128,1.0,60000,0.0025,1.0840406627140518,10.747481991403514,"{'type': 'uniform', 'u_min': 0.0, 'u_max': 0.25, 'v_min': 0.0, 'v_max': 0.25}",661454,100,/cluster/scratch/vogtva/data/bruss/ball_big/1a8a7c50-1a99-45a5-ac1d-b218060aa0a5_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",9.961042883833484e-05,9.961042883833484e-05,0.0,60.204136,0.0,0.0072453795,0.22049886,0.8534648,2.2829316,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
4077,bruss,0.4897846210987355,0.9596929221571876,128,1.0,60000,0.0025,1.0949701417733189,11.53704952087161,"{'type': 'normal', 'sigma_u': 0.1, 'sigma_v': 0.1}",32763,100,/cluster/scratch/vogtva/data/bruss/ball_big/fa7ed7bc-1852-4a4d-b828-7ecd061f302a_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",3.6776065826416016e-05,3.6776065826416016e-05,0.0,6.51818,0.0,0.0012134059,0.049276542,0.532386,1.9863168,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
4275,bruss,0.5375693235420558,0.9694723167773548,128,1.0,60000,0.0025,0.9627653134070108,10.94451614824661,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",496523,100,/cluster/scratch/vogtva/data/bruss/ball_big/dc06e33b-8c81-47a1-9432-d4fe8a601106_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",3.254413604736328e-05,3.254413604736328e-05,0.0,28.738764,0.0,0.005107227,0.22067472,0.6148171,1.9959023,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
4288,bruss,0.46598498372072,1.0751332130340991,128,1.0,60000,0.0025,1.012098857838478,11.95029148082778,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",783241,100,/cluster/scratch/vogtva/data/bruss/ball_big/3a3a881f-bb1a-42a8-b808-ad66a9d5c56c_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",5.441904067993164e-05,5.441904067993164e-05,0.0,34.999092,0.0,0.0076543074,0.25506514,0.53437424,2.4671552,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
4477,bruss,0.5096786809930791,1.0975477824506934,128,1.0,60000,0.0025,0.913550852358222,11.695653795073351,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",266482,100,/cluster/scratch/vogtva/data/bruss/ball_big/cc508907-c5ea-44f0-9242-337b074205c7_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",6.437301635742188e-05,6.437301635742188e-05,0.0,187.6767,0.0,0.018849663,0.81716806,1.159981,2.3162954,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
4529,bruss,0.4732016151812249,0.9932623133615048,128,1.0,60000,0.0025,0.9741631599673372,10.445451560700722,"{'type': 'uniform', 'u_min': 0.0, 'u_max': 0.25, 'v_min': 0.0, 'v_max': 0.25}",274806,100,/cluster/scratch/vogtva/data/bruss/ball_big/7351cd84-98a2-4bd5-a451-16be5a05f474_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",4.925545503401897e-05,4.925545503401897e-05,0.0,54.81514,0.0,0.00647577,0.20649487,0.7613297,2.349,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
