,A,B,Du,Dv
0,0.5,1.0,1,4
1,0.5,1.0,3,12
2,0.5,1.0,3,54
3,1.0,1.25,1,11
4,1.0,1.25,1,4
5,1.0,1.25,3,33
6,1.0,2.0,1,4
7,1.0,2.0,3,54
8,1.5,1.875,1,18
9,1.5,3.0,1,18
10,1.5,3.0,3,33
11,2.0,4.0,1,11
12,2.0,4.0,3,54
